quantiteProduit;montant;idClient;idMagasin;referenceProduit;date
42;87,77;9962;70;9D647135-181A-16E4-DE7B-EE24AC988672;1588300374
95;118,95;9963;16;6EB909EC-A258-1E03-9025-375BB1EC7D21;1600027168
58;67,54;9963;51;7410A119-46C2-409D-DFBE-EC8C532FA1AE;1624611192
76;77,87;9963;68;8F31C3EC-8A39-B4EA-5DD1-19520AC45830;1665222036
20;194,49;9963;98;63A85FED-BC90-921B-7CE4-86C336834350;1683646134
47;180,15;9963;14;0269049B-0162-3633-085B-291062CD9C66;1701680163
59;12,92;9963;51;FB76324D-759B-F532-73C3-2BFB5048B118;1684590856
2;159,03;9963;86;76DB72B3-DDD7-2A4C-F488-7A825A1A7A7B;1578223628
4;13,39;9963;90;007169E9-3392-15C6-B1C5-7763FA734FF2;1684440858
18;127,36;9963;27;C3AB7DCB-58F0-803A-16CD-1CA832E95F55;1655543699
20;64,89;9964;26;BF651A64-AEF6-18E4-EE16-E3A6DEFCAAF2;1693743077
13;156,85;9964;39;F6B2DE99-6F9F-B5E6-15C3-D3E08EC03511;1644477560
45;110,89;9964;63;E4FA28A8-F017-5294-897D-77E479EBBE46;1649428602
96;194,35;9964;73;84338A7E-D25A-698E-1A00-A48A0CAFEAC8;1637420737
67;179,42;9964;22;FF957A6F-AE07-DFE6-332A-32DF359876A8;1606952577
27;111,22;9964;27;B7D92689-C2BE-582A-5F50-35648B6734A1;1659053855
95;25,35;9964;62;28D81762-6C14-B4E7-F7CD-59D822AB104E;1654916909
89;175,88;9964;68;BA139AEC-F290-0044-FF18-1CFAD6A3A0E7;1599875884
75;59,41;9964;71;50FED8F6-5FDB-A1D1-8BF8-7D3F8CAFF047;1596395516
10;79,46;9964;87;B8AFE4DC-EA5D-43C6-C106-A73B47C62145;1615026772
88;81,13;9965;19;3E868BBB-63A4-E6C4-EA1C-390A29E03A09;1687626719
91;91,09;9965;76;E8ED1D0A-647C-76CD-69A8-1785ECFC6474;1634242780
49;109,74;9965;4;F490E862-4E1D-F78C-E8DA-AC9B8304B291;1677930607
75;11,57;9965;72;7148AF00-5EF7-8A2F-C4F5-FD3C58743262;1628855951
85;141,88;9966;47;C300C0D6-6CEC-ACE0-659A-F5906696BF58;1613189216
93;151,16;9966;77;EF2E1386-127E-38CE-26D1-0B574A790A7D;1645810038
76;56,09;9966;90;449552AE-4CDA-3FC7-39D5-D6C21A7E2C19;1591824202
53;113,19;9966;1;BCEB4DC8-5A2D-4648-B3FC-846B2C786D8F;1611708630
55;62,82;9966;47;063544EA-3895-FDE9-D38D-114333CD6FE0;1674560174
37;107,45;9966;78;0CF9C001-33F8-7848-D3B8-65791C9B1DCC;1603316492
83;82,45;9966;60;9FBC1522-48E6-D7E9-9CB3-1B3651A48716;1642201175
13;34,33;9967;15;4C01A951-C7E7-CAE5-15B6-9A9C61397A4C;1633110546
36;5,1;9967;53;458A6D67-4BE2-4304-9156-4AE96D9D69AC;1608356158
72;193,18;9967;78;709C17B4-76F1-5ED2-BA4C-BD213DD98A8E;1668503719
10;192,1;9967;7;C1122E56-43F1-5D3B-5737-618255281966;1638017053
70;179,46;9967;24;B51EE0EB-52BA-D3DC-CD0C-31DB56B32444;1653678090
64;45,57;9967;12;2FD17C0A-06B8-0EBD-7750-21130B6CAD64;1604966002
21;193,65;9968;21;070E7713-1D7E-FAF5-C268-7472A05A4B18;1655008306
70;168,24;9968;59;BA161E6B-BCEB-D0DB-7EC0-95A6B212823C;1693576227
70;165,55;9968;78;8B44C59B-4C06-DAD0-BAC3-AA97D627D871;1645813926
29;72,52;9968;79;452DF068-83E3-FCC6-2C0F-870F19B9F702;1582034884
71;57,2;9968;88;FB74B40A-5AEC-712C-8039-E1A546E95956;1582975054
12;21,17;9968;6;7555877E-FB62-74CF-AF9D-F172531F6EC3;1592805980
14;79,36;9968;36;A7E2E6C8-C7E9-3150-5E5C-D8F862923EFB;1650703796
68;26,49;9968;40;B111B43F-52BA-B6F5-87EE-3F19CAAABAF5;1680092059
88;63,17;9968;44;A18FE3A1-D27D-DDF9-2264-CC61BEA9A759;1637363210
51;133,97;9969;57;E6EDDBB7-C4C6-3CCD-4F1B-7340F98F8621;1697151270
90;100,13;9969;41;82C39B51-CAC6-71C8-216A-ED8EE64E90FC;1613863907
97;159,17;9969;55;00A969AA-482E-1C01-E55E-D73E89CD7DD9;1669899847
31;63,59;9969;87;787028EE-0773-1CFE-5094-8EF85FD6BF8E;1612769412
38;114,4;9970;18;37BCD37E-9537-C40F-9D5F-78FBA307A511;1691366288
63;82,88;9970;28;E9203C1F-815A-262C-CA2D-71E284DA1513;1601264578
84;45,97;9970;37;EBA296F1-342F-A468-C3D7-1CE730A80FEE;1674772603
25;56,8;9970;80;C89F6B47-771E-EAD1-CFDB-546D533547F5;1668044152
45;29,39;9970;86;3C0DAC6B-7801-8D31-D4F9-17D97B02A041;1680757979
47;17,34;9970;91;5941A193-7C65-F312-3BF1-3363935E660E;1641849989
45;105,6;9970;10;BDEE4315-0C51-FCC4-4A57-7CB94B4F959F;1625617747
86;158,29;9970;13;66BB5DE3-A3B3-9679-A33B-0CC6B13A7401;1660174845
70;66,83;9970;15;E2B0FDB1-3490-B532-B1A2-ECD3AEA368FF;1593273686
32;108,16;9970;73;3F70A642-FBBC-B2C6-2E60-A7F35A123345;1671319536
66;70,42;9970;93;F117F953-C7CD-0E08-39B6-7C3EA2617497;1656979024
74;141,65;9970;15;7723E33D-F937-8893-EBCF-E593DC39AE93;1650728311
2;60,13;9971;25;46A9420B-BA78-7143-19B9-0EAB64306F02;1612443414
43;130,48;9971;39;68A9FA1E-7596-4998-2C0E-0410912C60BF;1633437851
19;156,87;9971;48;F6023CD7-D3E4-F107-B439-D552BE8EDB08;1606826560
77;145,84;9971;95;8CA87D83-BDC5-963B-EB13-A8A7883D5333;1619462388
90;150,99;9971;27;3B63ECEA-2A32-9BBC-B6DD-29EDBEAD8594;1639799172
59;160,2;9972;21;1DB53E80-A8CB-E972-D12F-6C7F39BB8CC8;1579983922
13;100,6;9972;81;61B5FD23-2AF4-D51C-AD6B-CA3AC27168C7;1617332538
3;96,39;9972;87;5CCAC8F9-63A1-BAC1-7DB5-7A95C9A8EF20;1611460284
68;118,05;9972;35;709B455E-4CD1-CDE2-5A43-4F6E085279CD;1590278997
85;161,24;9972;69;FF2707D2-0C21-DB6E-0D91-8BBD778B3E43;1623095201
76;121,05;9972;14;133C4D09-DFFB-E50F-F42F-EBB4A798FA6A;1589195876
1;97,31;9972;74;EFF88E82-FE28-5CF8-A5FE-5B643C09993E;1698052813
59;127,27;9972;78;C8D7C8E3-C553-F6DF-FF9B-12C486149F7C;1691451635
44;86,64;9973;19;492E3A1F-C560-E4D8-0DB4-AEF1281E6A97;1596240298
33;171,42;9973;61;E2FD598C-D346-98F3-4ABA-83DA70E3E57C;1700467583
89;14,59;9974;2;6B13D47C-D90A-34F1-165C-C2DF654DF45F;1634005423
24;186,1;9974;52;0D971A6A-AA69-A20D-4A53-4AE50230C3C3;1698997940
15;154,64;9974;99;3EA9D381-4E3C-4AF3-D0BA-195EDD33B437;1674165165
44;145,06;9974;44;8197A6B3-1513-1BF4-0DB5-013A75ED2577;1628187985
37;40,65;9974;46;5580D70C-3C36-B7DB-A2A7-C1F9A8E09E43;1651213614
48;83,73;9974;54;FB13E772-32E8-E36F-6571-DCADB47CA58C;1650556163
39;194,24;9974;70;2F1A8A05-9438-3CFD-6625-B3AE369DAA5E;1692377710
7;40,67;9975;8;89D43DC1-3A42-4608-58A9-E341E9B0761E;1700639191
13;13,21;9975;42;2CB821A3-74B3-964A-761B-9BAE7BD15E0C;1688142072
81;9,31;9975;62;EAD6BA81-6E1D-6EEA-AF1B-A7649D302662;1588319350
91;171,22;9975;18;E7C28073-4241-FF66-61AA-ADDE5A8403BC;1631294763
30;66,45;9975;31;83C017FA-E67A-F5DE-D460-EEF4DDB12EE9;1666026784
90;49,25;9975;36;7FDCCEE1-A8EE-0893-93FF-AA34E09DEA92;1655012317
85;35,22;9975;37;D96A86E4-9041-2EC5-4BC8-AF524D4911EC;1598392361
23;15,94;9975;45;26AAA808-067B-EC8C-03FF-10A21B1C2F4D;1602712891
8;114,44;9975;67;D414267C-4AD4-B76B-5F0E-C2B39CCE7654;1651047189
78;46,12;9975;99;09A28D83-B4E7-5588-486E-57CB8D79C26B;1620695681
78;125,04;9976;9;3B9E3E06-FB61-16D9-18B9-7A1A7C11B445;1666024909
6;111,64;9976;56;5813A652-FA40-E229-21D6-B3C63C78E1B1;1673362525
39;116,02;9976;70;EB85E95D-7162-B7AA-649E-78AF6531D67B;1641966756
51;113,13;9976;80;7338B293-6D47-88F0-79E9-3DA8CD37BBF5;1661949547
41;2,88;9976;23;BF0ABF79-2561-8D95-65DA-A48753DE9B8C;1627690896
47;181,2;9976;65;5B45E776-37A6-DFFF-0289-BE7F95FD59A3;1624446642
26;167,93;9977;10;EA2EB2EA-2BEA-F49E-63CF-E5BE85DFDFD7;1662167989
51;52,22;9977;23;624AF9DD-2E00-C657-7432-14832B60B066;1582674280
19;131,35;9977;25;8114718E-FD71-4C13-2921-25E5ECC674B1;1686358843
94;92,27;9977;64;C3891E85-65E3-682E-3B77-1F0508AED4EC;1661394588
13;176,94;9977;29;FF590328-706D-B0B2-7EB3-425D47135EA1;1632813366
42;175,94;9977;53;9E9B47E7-6E99-B669-B730-564B868639A2;1645453988
30;125,17;9977;1;E16DF95F-2DBE-D6F8-90A9-4842ACD785B7;1624410937
34;105,71;9978;85;B2E77EE1-5E59-7E68-6D56-75C111F6FB65;1598721968
63;92,65;9978;32;9FC6ACC5-7E7D-A052-89B6-205631B9AFBF;1602043315
51;148,72;9978;84;7T16ACC5-7P7D-X051-80K6-205GFCDSSFBQ;1607832881
16;18,31;9978;19;FF2707D2-0C21-DB6E-0D91-8BBD778B3E43;1670275762
89;95,32;9978;48;4529E3D3-ACBC-0F00-DD1C-8A61C7557EB3;1605942786
60;110,93;9978;63;AA5A2E8B-29C7-D97D-5A65-8081F189AFB6;1685157432
15;122,35;9979;3;D3E51D5A-B113-B576-981C-E5A1EC68923B;1602174465
58;174,4;9979;92;E5979771-6EE0-B29A-DD76-158C784DD5DC;1630301218
59;143,68;9979;72;C85B7705-3EA9-15D4-568C-F2A479E5D8C9;1651101530
73;150,61;9979;9;186A0772-C0EA-1EC5-62AF-0C1309F740C3;1598764851
67;97,17;9979;69;97175C3F-7729-C029-9861-7498D9475A42;1666536377
7;185,69;9979;37;45CD29F7-6503-CB19-8CB0-0656F9C7FFC8;1629917101
34;53,63;9979;42;C79BD070-11B2-E37A-E9BE-A868899D20E6;1653341624
59;118,02;9979;91;E0F943F1-0291-FDEE-C965-C03A1FD92E70;1605257038
61;149,68;9979;96;499FD976-5209-B8C9-563A-CB78AF579C0C;1617326570
51;111,62;9980;71;639A17B3-7E26-6913-BB30-29ECF72D5E52;1635947455
5;91,29;9980;64;08F63EE5-B2CD-620B-A471-C6F4E3FEF515;1671194613
49;184,26;9980;54;C998F594-170D-2D06-F272-DC965D23295D;1663444954
79;145,3;9981;4;23A375C2-A5BB-35EC-3ACD-EB39C84798B0;1592555635
37;192,22;9981;40;650CD9CA-B4C7-39B5-8AC9-87A83F398A35;1648331852
54;162,47;9981;83;7161B253-7BF2-A4CD-4C82-F9FBD9F8F45E;1638708978
67;127,35;9981;81;4BAD6571-BA54-B48C-ECF9-126E34560817;1667639693
55;56,4;9981;19;6A7642AB-A5CF-0FE5-98E6-D5FF5846E1CF;1579006559
32;87,55;9981;21;6362ABE7-B1B7-B043-8EC1-AFE77272AE83;1635420429
75;13,32;9981;81;3D3D7523-96E7-625F-CAB9-ED9C1C8C22C0;1659285088
28;17,55;9981;21;A8FF5453-2FF4-363C-E846-7640A19D3667;1601755490
33;51,13;9982;13;86078F23-637B-9942-9323-48783EF2512E;1678370284
70;32,03;9982;28;E0FD20FB-6F74-979A-BE65-9BD6FF883585;1618187354
23;33,34;9983;29;B3208473-E4B5-DFFC-9A9B-D8D8B6573463;1647606195
4;155,41;9983;69;D6AA525E-79B5-AEC8-3F4E-BB6DB429D515;1649618555
88;165,46;9983;100;4529E3D3-ACBC-0F00-DD1C-8A61C7557EB3;1617278379
92;99,59;9983;11;AA5A2E8B-29C7-D97D-5A65-8081F189AFB6;1639074877
13;52,94;9983;18;D3E51D5A-B113-B576-981C-E5A1EC68923B;1674132753
65;168,43;9983;66;E5979771-6EE0-B29A-DD76-158C784DD5DC;1614626622
86;74,11;9984;12;C85B7705-3EA9-15D4-568C-F2A479E5D8C9;1616008829
3;182,62;9984;75;186A0772-C0EA-1EC5-62AF-0C1309F740C3;1590173773
36;67,94;9984;56;97175C3F-7729-C029-9861-7498D9475A42;1588793942
77;132,85;9984;85;45CD29F7-6503-CB19-8CB0-0656F9C7FFC8;1692692748
6;85,83;9984;83;C79BD070-11B2-E37A-E9BE-A868899D20E6;1685554259
54;108,08;9985;44;E0F943F1-0291-FDEE-C965-C03A1FD92E70;1653177260
51;146,34;9985;66;499FD976-5209-B8C9-563A-CB78AF579C0C;1652950934
79;85,31;9985;82;639A17B3-7E26-6913-BB30-29ECF72D5E52;1694704611
68;190,67;9985;6;08F63EE5-B2CD-620B-A471-C6F4E3FEF515;1677597669
12;28,28;9985;34;C998F594-170D-2D06-F272-DC965D23295D;1634068864
7;172,12;9985;94;23A375C2-A5BB-35EC-3ACD-EB39C84798B0;1692052820
74;53,55;9985;7;650CD9CA-B4C7-39B5-8AC9-87A83F398A35;1627328039
48;9,76;9985;82;7161B253-7BF2-A4CD-4C82-F9FBD9F8F45E;1606055432
46;78,96;9985;82;4BAD6571-BA54-B48C-ECF9-126E34560817;1652264532
22;140,41;9986;14;6A7642AB-A5CF-0FE5-98E6-D5FF5846E1CF;1667044573
66;102,55;9986;27;6362ABE7-B1B7-B043-8EC1-AFE77272AE83;1690284574
10;71,38;9986;41;3D3D7523-96E7-625F-CAB9-ED9C1C8C22C0;1684601414
77;8,99;9986;9;A8FF5453-2FF4-363C-E846-7640A19D3667;1680096340
45;138,33;9986;66;86078F23-637B-9942-9323-48783EF2512E;1632206966
92;39,75;9986;92;E0FD20FB-6F74-979A-BE65-9BD6FF883585;1584387134
51;53,49;9986;66;B3208473-E4B5-DFFC-9A9B-D8D8B6573463;1668822227
90;137,76;9987;55;D6AA525E-79B5-AEC8-3F4E-BB6DB429D515;1596116888
77;95,16;9987;84;D96A86E4-9041-2EC5-4BC8-AF524D4911EC;1602640392
92;6,42;9987;97;26AAA808-067B-EC8C-03FF-10A21B1C2F4D;1593248523
2;124,19;9987;74;D414267C-4AD4-B76B-5F0E-C2B39CCE7654;1636861634
83;13,17;9987;75;09A28D83-B4E7-5588-486E-57CB8D79C26B;1625735252
90;165,72;9987;50;3B9E3E06-FB61-16D9-18B9-7A1A7C11B445;1616468101
66;178,71;9987;14;5813A652-FA40-E229-21D6-B3C63C78E1B1;1702820495
76;37,63;9988;46;EB85E95D-7162-B7AA-649E-78AF6531D67B;1649056562
95;52,88;9988;50;7338B293-6D47-88F0-79E9-3DA8CD37BBF5;1657151870
54;125,38;9988;2;BF0ABF79-2561-8D95-65DA-A48753DE9B8C;1660931140
39;22,82;9988;5;5B45E776-37A6-DFFF-0289-BE7F95FD59A3;1682073300
72;67,91;9988;20;EA2EB2EA-2BEA-F49E-63CF-E5BE85DFDFD7;1647469875
12;147;9988;49;624AF9DD-2E00-C657-7432-14832B60B066;1687675826
11;169,11;9988;63;D96A86E4-9041-2EC5-4BC8-AF524D4911EC;1651019273
76;55,28;9988;87;26AAA808-067B-EC8C-03FF-10A21B1C2F4D;1699810933
89;99,28;9988;91;D414267C-4AD4-B76B-5F0E-C2B39CCE7654;1598294672
48;108,01;9988;100;09A28D83-B4E7-5588-486E-57CB8D79C26B;1676891632
97;123,52;9988;99;3B9E3E06-FB61-16D9-18B9-7A1A7C11B445;1617871573
30;27,23;9989;33;5813A652-FA40-E229-21D6-B3C63C78E1B1;1592290119
12;86,65;9989;95;EB85E95D-7162-B7AA-649E-78AF6531D67B;1680609504
53;169,49;9989;41;7338B293-6D47-88F0-79E9-3DA8CD37BBF5;1678560991
43;179,86;9989;52;BF0ABF79-2561-8D95-65DA-A48753DE9B8C;1678935133
19;54,87;9990;36;5B45E776-37A6-DFFF-0289-BE7F95FD59A3;1589390796
58;55,8;9990;45;EA2EB2EA-2BEA-F49E-63CF-E5BE85DFDFD7;1670693367
89;51,36;9990;54;624AF9DD-2E00-C657-7432-14832B60B066;1662952772
7;32,4;9990;61;D96A86E4-9041-2EC5-4BC8-AF524D4911EC;1678796133
65;80,83;9990;72;26AAA808-067B-EC8C-03FF-10A21B1C2F4D;1637493098
1;156,21;9990;3;D414267C-4AD4-B76B-5F0E-C2B39CCE7654;1584794012
44;120,16;9990;95;09A28D83-B4E7-5588-486E-57CB8D79C26B;1614203934
97;48,27;9991;5;3B9E3E06-FB61-16D9-18B9-7A1A7C11B445;1677860599
100;170,59;9991;35;5813A652-FA40-E229-21D6-B3C63C78E1B1;1642224070
86;45,77;9991;49;EB85E95D-7162-B7AA-649E-78AF6531D67B;1648977416
1;123,07;9991;58;7338B293-6D47-88F0-79E9-3DA8CD37BBF5;1665935180
82;109,72;9991;89;BF0ABF79-2561-8D95-65DA-A48753DE9B8C;1623402781
82;103,55;9991;94;5B45E776-37A6-DFFF-0289-BE7F95FD59A3;1702001287
53;82,51;9991;30;EA2EB2EA-2BEA-F49E-63CF-E5BE85DFDFD7;1624842434
2;54,88;9991;42;624AF9DD-2E00-C657-7432-14832B60B066;1663303120
12;45,78;9991;77;EAF092DE-F2DE-3F4E-E728-EA53594876B4;1637927301
90;174,45;9991;89;30E559F6-03EF-465B-42FF-B2B453D5DC55;1679663794
6;146,29;9991;24;950346E4-BF50-95BF-F875-E48FF13814EF;1659333331
88;194,07;9991;25;01FEAC6E-CFF4-4AAF-6EA6-1E481CDD1BC1;1669215896
85;60,42;9991;48;E26D9FA8-2FFB-37A5-5167-A81428116524;1608185623
66;76,71;9991;75;42F218EB-9A9E-F4A2-1268-A4E9CB740FF9;1595212462
39;152,45;9992;48;4AED7A42-E433-CDC8-58A6-F8265917C982;1700625340
19;52,74;9992;59;CB36382C-D56F-7AD8-7F27-2C3DC06EA534;1610360522
38;78,99;9992;88;8165574E-3D1A-D516-A9CF-B1EC97C5EF64;1655648888
97;93,78;9992;17;D6294D2E-8EA6-615E-941E-C8600129FE32;1627618165
8;26,35;9992;43;90A27F45-F195-8933-E0E7-D83C369460C8;1673799109
94;72,22;9992;97;1C3CA728-0C74-378A-900B-C91107E0B938;1651536110
82;135,66;9992;98;181B5DF4-F877-1A66-D742-A14635A235E9;1621925045
29;111,42;9992;69;270BBF34-FC82-0178-16D0-8E6DFD4624BC;1640324047
67;53,57;9993;1;5E230E80-5D66-97F5-8A11-F52CAF9AEF6B;1601266577
49;196,55;9993;22;C868A861-4975-008E-6A3C-2AE572883245;1602644001
44;186,61;9993;31;ADBE77EE-58EE-E0B3-8FBE-F301222E64BF;1588979643
46;192,36;9993;65;4B22B22E-77AE-0B21-968A-4385F46CF42B;1608863476
96;174,42;9993;38;CE715139-4EA6-C4D6-3604-4B60E311801A;1643860787
87;29,87;9993;60;2E4E578F-5CD2-6A79-7503-991D99594363;1593610358
10;39,27;9993;31;B2877428-2805-2107-302D-70C42296C3CF;1618195856
43;7,41;9993;85;CD8E27EF-2AC3-AEB7-919C-444135EC03DB;1643810000
15;5,01;9994;32;769ACE0A-6D92-87B1-C74C-8FB4838E53D9;1640756894
28;91,73;9994;38;9B5DE93D-A762-6852-4259-6C96E2D8D02A;1652308520
87;186,06;9994;8;D38F7598-C77A-4C87-ACC2-2022491B02AD;1582902428
52;63,91;9994;33;98A23447-B345-E98B-9189-CAD600274D81;1688182117
90;183,63;9994;84;BAE458FE-8AD3-6362-579F-F1805FC17290;1611784161
75;44,3;9994;1;1B3B6AE0-4CD8-8C4F-AEF8-E01F5548E857;1583726548
47;65,18;9994;73;CCFFFCD1-0497-D338-A383-003C55E8F386;1683991001
59;3,66;9995;20;276F4A0B-5CD6-FC14-1457-E6A1568C1C7E;1639696093
10;127,58;9995;97;02FD343E-43BB-A748-1001-1C9C23D76A91;1639241893
57;46,43;9996;76;14F537B0-D601-31B4-EADD-4FC64766F0CC;1643119583
84;126,68;9996;50;00CB7C4B-154C-D549-2276-DD33019AC065;1657407297
56;48,62;9996;52;CEB6E155-F596-B301-9F30-DAF01A10B37D;1643512188
2;188,44;9996;11;E605A7DF-88CD-E3C4-4F3C-F39A250E3828;1651002462
72;158,48;9996;13;112D6E89-D4EE-0B22-AB05-41D8F51375E1;1646432099
90;173,53;9997;6;918C95AE-09E7-5239-9BEF-22E093D9AC9A;1578456613
45;188,58;9997;11;66D706CF-B505-0945-B5E6-D1B61A5E7CEF;1636751912
6;52,67;9997;24;4529E3D3-ACBC-0F00-DD1C-8A61C7557EB3;1650078653
72;99,55;9997;30;AA5A2E8B-29C7-D97D-5A65-8081F189AFB6;1702823525
67;135,56;9997;43;276F4A0B-5CD6-FC14-1457-E6A1568C1C7E;1600942189
80;153,02;9997;60;02FD343E-43BB-A748-1001-1C9C23D76A91;1591571349
50;89,38;9997;4;14F537B0-D601-31B4-EADD-4FC64766F0CC;1696592739
43;13,71;9997;23;00CB7C4B-154C-D549-2276-DD33019AC065;1583660376
58;164,5;9998;82;CEB6E155-F596-B301-9F30-DAF01A10B37D;1642463182
72;82,52;9998;96;E605A7DF-88CD-E3C4-4F3C-F39A250E3828;1613471807
19;146,51;9998;44;112D6E89-D4EE-0B22-AB05-41D8F51375E1;1684677356
34;2,52;9998;61;918C95AE-09E7-5239-9BEF-22E093D9AC9A;1637834357
83;185,05;9998;10;66D706CF-B505-0945-B5E6-D1B61A5E7CEF;1598982458
58;98,15;9999;16;4529E3D3-ACBC-0F00-DD1C-8A61C7557EB3;1697404806
25;65,61;9999;83;AA5A2E8B-29C7-D97D-5A65-8081F189AFB6;1580371831
12;101,5;9999;85;14F537B0-D601-31B4-EADD-4FC64766F0CC;1673018768